;words;words_no_url;duplicate;len_characters;num_words;has_question_mark;has_exclamation_mark;has_multi_quest_exclam;emotji_sent_score;has_pronoun;count_upper;has_hashtag;urls;senitment;senitment_conf;reg_age;status_cnt;followers_cnt;friends_cnt;verified;has_desc;has_url;retweet_count
861546261358551040;"['``', 'Amazing', 'story', 'redemption', ""''"", 'https', ':', '//t.co/oDhpmrbBkf', '#', 'TheEdgeBooks', '@', 'CynthiaPWillow', '#', 'ArmyWives', '#', 'militarywife']";"""Amazing story of redemption""  #TheEdgeBooks@CynthiaPWillow #ArmyWives #militarywife";False;107;16;False;False;False;0.0;False;0.102803738317757;True;True;pos;1.0;1096;6982;578;507;False;True;True;0.0
862285836187979777;['Samsung', 'may', 'making', 'owns', 'Bixby-equipped', 'Amazon', 'Echo', 'rival', 'https', ':', '//t.co/zJRDjrQfr7', 'https', ':', '//t.co/ZWisZXjNIe'];Samsung may be making it owns Bixby-equipped Amazon Echo rival  ;True;110;14;False;False;False;0.0;True;0.12727272727272726;False;False;neg;1.0;2394;45421;243;148;False;True;True;0.0
862286259099750401;['outdoors', 'survival', 'check', '!', 'https', ':', '//t.co/XZtMpt3mM5', 'https', ':', '//t.co/rydgCULMvS'];If you are into the outdoors and survival check this out!   ;True;106;10;False;True;False;0.0;True;0.09433962264150944;False;True;neg;1.0;1988;273650;6383;8055;False;True;True;0.0
862286268121665536;['Risk', 'Exist', '(', 'Rsd', '2017', ')', '[', 'VINYL', ']', 'ESSENTIAL', 'MUSIC', 'https', ':', '//t.co/szusyn7bgC', 'via', '@', 'AmazonUK'];Risk to Exist (Rsd 2017) [VINYL] ESSENTIAL MUSIC AND  via @AmazonUK;False;90;17;False;False;False;0.0;False;0.32222222222222224;False;True;pos;1.0;2983;5330;2452;209;False;True;True;0.0
862286272542494722;['Find', 'Encouraging', '#', 'Christian', 'Books', 'https', ':', '//t.co/y3nEPQqM7v', 'https', ':', '//t.co/2Um1qmwDuv', 'https', ':', '//t.co/rArKFcTmo3', 'https', ':', '//t.co/5jYUPBLKph'];Find Encouraging #Christian Books at  or  or  ;True;138;17;False;False;False;0.0;False;0.14492753623188406;True;True;neg;1.0;1894;175094;3722;3584;False;True;True;0.0
862286279094001664;['Find', 'Encouraging', '#', 'Christian', 'Books', 'https', ':', '//t.co/YRDjVqyhfD', 'https', ':', '//t.co/ukkEaj73MH', 'https', ':', '//t.co/0jEVTD2ZtH', 'https', ':', '//t.co/inaU8jMrTk'];Find Encouraging #Christian Books at  or  or  ;True;138;17;False;False;False;0.0;False;0.15217391304347827;True;True;neg;1.0;2853;233351;14995;10073;False;True;True;0.0
862286290670280704;['@', 'sqoiledbrat', 'External', '2TB', 'around', '$', '60', '-', '$', '80', 'average', '.', 'find', 'better', 'price', 'Amazon', '.'];@sqoiledbrat External 2TB is around $60 - $80 average. You can find them for a better price on Amazon.;False;102;17;False;False;False;0.0;True;0.049019607843137254;False;False;pos;1.0;8;95;101;582;False;True;False;0.0
862286690420891649;['received', 'appreciated', '(', 'much', 'needed', ')', 'donation', 'Amazon', 'Wishlist', '!', 'Pupcorn', 'is…', 'https', ':', '//t.co/hna6Zq9p1o'];We received a very appreciated (and much needed) donation from our Amazon Wishlist!   Pupcorn is… ;False;121;15;False;True;False;0.0;True;0.04132231404958678;False;True;pos;1.0;1528;419;572;1376;False;True;True;1.0
862286711438561281;"['Amazon', 'Fire', '7', ""''"", '5th', 'Gen', 'Kids', 'Safe', 'Heavy', 'Duty', 'Shockproof', 'Protective', 'Case', 'Cover', 'https', ':', '//t.co/a5BTRYZaIq', 'https', ':', '//t.co/GiV8Lqeoe3']";"For Amazon Fire 7"" 5th Gen Kids Safe Heavy Duty Shockproof Protective Case Cover  ";True;128;20;False;False;False;0.0;False;0.1640625;False;False;neg;1.0;202;315316;2;17;False;True;False;0.0
862286712491327489;['Dried', 'fruit', 'jujube', 'high', 'grade', 'Chinese', 'red', 'dates', 'Hong', 'Zao', '2000', 'grams', '...', 'https', ':', '//t.co/s7sOCQvBlA', '??', '@', 'amazon'];Dried fruit jujube high grade Chinese red dates Hong Zao 2000 grams from Shan...  ?? @amazon;False;115;19;False;False;False;0.0;False;0.08695652173913043;False;True;neg;1.0;682;254949;1089;3224;False;True;True;0.0
862286712923463681;['Amazon', 'Echo', 'sale', 'slashes', 'price', 'lowest', 'it’s', '2017', 'https', ':', '//t.co/U7alijvGLj'];Amazon Echo sale slashes price to the lowest it’s been in 2017 ;True;86;11;False;False;False;0.0;False;0.05813953488372093;False;False;neg;1.0;680;88118;23;40;False;True;False;0.0
862286719210496002;"['@', 'Tw1tterPinay', '@', 'TwitterAdsHelp', 'mistake', '.', 'Yes', ',', 'Walmart', '&', 'amp', ';', 'Amazon', '.', 'Apologies']";"@Tw1tterPinay @TwitterAdsHelp My mistake. Yes, Walmart &amp; Amazon. Apologies";False;78;15;False;False;False;0.0;False;0.1282051282051282;False;False;pos;1.0;2307;65087;5668;542;False;True;True;0.0
862286719898583042;['NEW', 'M-Edge', 'Hampton', 'Jacket', 'Amazon', 'Kindle', 'Fire', 'Black', 'Folio', 'Stand', 'Case', 'KIDZ', 'https', ':', '//t.co/mdMuEkawg5', 'https', ':', '//t.co/1mZEwIGXXW'];NEW M-Edge Hampton Jacket For Amazon Kindle Fire Black Folio Stand Case KIDZ  ;True;124;18;False;False;False;0.0;False;0.22580645161290322;False;False;neg;1.0;202;315316;2;17;False;True;False;0.0
862286726361784320;['TimeStorm', '5', 'Star', 'reviews', '@', 'Amazon', 'USA', 'https', ':', '//t.co/3io19PFN6o', 'UK', 'https', ':', '//t.co/zlF4n8YLAG', 'AUS…', 'https', ':', '//t.co/nrtWkVqDRJ'];TimeStorm  5 Star reviews @Amazon USA   UK   AUS… ;False;119;18;False;False;False;0.0;False;0.21008403361344538;False;True;pos;1.0;1041;14871;6206;6262;False;True;True;2.0
862286727322501120;"['Shockproof', 'Rugged', 'Hard', 'Stand', 'Cover', 'Amazon', 'Kindle', 'Fire', '7', ""'"", '5th', 'Gen', 'Tablet', 'Case', 'https', ':', '//t.co/LGFz3LPOC3', 'https', ':', '//t.co/18d3eGYKDq']";Shockproof Rugged Hard Stand Cover For Amazon Kindle Fire 7' 5th Gen Tablet Case  ;True;128;20;False;False;False;0.0;False;0.1796875;False;False;neg;1.0;202;315316;2;17;False;True;False;0.0
862286730950578179;"[""n't"", 'gotten', 'copy', 'strongly', 'recommend', 'one', 'https', ':', '//t.co/9JgECSgLxN']";If you haven't gotten a copy I strongly recommend one ;False;77;9;False;False;False;0.0;True;0.1038961038961039;False;True;neg;1.0;1045;4507;1275;349;False;True;False;0.0
862286740874186752;"['Woman', 'Bengaluru', 'dupes', 'Amazon', 'Rs', '.', '70', 'lakh', ""'returning"", ""'"", 'fake', 'products', 'year', 'https', ':', '//t.co/vLSI74mI0Y']";Woman from Bengaluru dupes Amazon of Rs. 70 lakh by 'returning' fake products over a year ;False;113;16;False;False;False;0.0;False;0.07964601769911504;False;False;neg;1.0;2956;840;177;456;False;True;True;0.0
862286742333816832;['Hidden', 'Passion', 'Summerita', 'Rhayne', 'https', ':', '//t.co/HrVRHVlP3J', 'via', '@', 'amazon', '#', '99cents'];Hidden Passion Summerita Rhayne  via @amazon #99cents;False;76;12;False;False;False;0.0;False;0.14473684210526316;True;True;neg;0.6;1154;7685;2521;1918;False;True;True;2.0
862286762462388225;"['Amazon', 'Canada', 'Deals', ':', 'AmazonBasics', 'Ultralight', 'Packable', 'Day', 'Pack', '$', '13.99', '&', 'amp', ';', '70', '%', 'BabyBjorn', 'Safe', 'Step', 'https', ':', '//t.co/OwjMzJfMxI']";"Amazon Canada Deals: AmazonBasics Ultralight Packable Day Pack For $13.99 &amp; 70% on BabyBjorn Safe Step ";True;130;22;False;False;False;0.0;False;0.14615384615384616;False;False;pos;0.6;1018;90152;30214;17198;False;True;True;0.0
862286770792214528;"['``', ""'re"", 'village', ',', ""''"", 'whisper', ',', 'peering', 'window', 'approaching', 'mail', 'truck', ',', 'anticipation', 'Amazon', 'packages', '.']";"""You're my village now,"" I whisper, while peering through the window at the approaching mail truck, in anticipation of my Amazon packages.";False;138;17;False;False;False;0.0;True;0.021739130434782608;False;False;neg;1.0;1286;17271;4963;1779;True;True;True;4.0
862286771316379648;['#', 'BuyPayoff', '#', 'Amazon', '#', 'AmazonProducts', '#', 'BestBuy', 'VNX', 'ProGarden', 'Premium', 'Quality', 'Garden', 'Knife', ',', 'Mu', '...', '…', 'https', ':', '//t.co/YKpkm07jIA'];#BuyPayoff #Amazon #AmazonProducts #BestBuy VNX ProGarden Premium Quality Garden Knife, Mu...… ;False;118;21;False;False;False;0.0;False;0.17796610169491525;True;True;neg;0.6;47;17879;69;70;False;True;True;0.0
862286782078922752;"['@', 'tim_cook', 'stupid', 'idea', ':', 'iPad', 'speaker', 'stand', '=', '``', 'something', 'like', ""''"", 'Amazon', 'Echo', 'Show', '?', 'iPad', '=', 'display', '+', 'camera', '+', 'Siri', '#', 'lightbulb']";"@tim_cook stupid idea or not: iPad in a speaker stand = ""something like"" Amazon Echo Show? iPad = display + camera + Siri #lightbulb";False;132;26;True;False;False;0.0;False;0.045454545454545456;True;False;pos;1.0;2633;5019;2541;2315;False;True;False;0.0
862286782410477568;"['Amazon', 'Fire', '7', ""''"", '5th', 'Gen', 'Kids', 'Safe', 'Heavy', 'Duty', 'Shockproof', 'Protective', 'Case', 'Cover', 'https', ':', '//t.co/mws441WNaS', 'https', ':', '//t.co/1kZkRRPK3V']";"For Amazon Fire 7"" 5th Gen Kids Safe Heavy Duty Shockproof Protective Case Cover  ";True;128;20;False;False;False;0.0;False;0.1640625;False;False;neg;1.0;114;179084;4;21;False;True;False;0.0
862286794196492289;['NEW', 'M-Edge', 'Hampton', 'Jacket', 'Amazon', 'Kindle', 'Fire', 'Black', 'Folio', 'Stand', 'Case', 'KIDZ', 'https', ':', '//t.co/tjx2eLVoyd', 'https', ':', '//t.co/H9r7x7DqnM'];NEW M-Edge Hampton Jacket For Amazon Kindle Fire Black Folio Stand Case KIDZ  ;True;124;18;False;False;False;0.0;False;0.1935483870967742;False;False;neg;1.0;114;179084;4;21;False;True;False;0.0
862286794922086400;['Amazon', 'Echo', 'sale', 'slashes', 'price', 'lowest', 'it’s', '2017', 'https', ':', '//t.co/oepGxX6ZB8'];Amazon Echo sale slashes price to the lowest it’s been in 2017 ;True;86;11;False;False;False;0.0;False;0.06976744186046512;False;False;neg;1.0;401;85836;116;0;False;True;True;0.0
862286795353882624;['Hey', 'Walmart', ',', 'here’s', 'startup', 'inspired', 'thing', 'Amazon', 'launched', 'https', ':', '//t.co/Z9itZc8lW5'];Hey Walmart, here’s the startup that inspired the thing Amazon just launched ;False;100;12;False;False;False;0.0;False;0.06;False;False;pos;0.8;50;14487;28;73;False;True;True;0.0
862286795995852801;['fun', 'drone', 'market', 'today', '!', 'https', ':', '//t.co/PxBzV2hK5J', 'https', ':', '//t.co/MZRbxIxUkp'];This is the most fun drone on the market today!    ;True;97;11;False;True;False;0.0;False;0.1134020618556701;False;True;pos;1.0;642;250148;4786;5785;False;True;True;0.0
862286803285549056;"['Shockproof', 'Rugged', 'Hard', 'Stand', 'Cover', 'Amazon', 'Kindle', 'Fire', '7', ""'"", '5th', 'Gen', 'Tablet', 'Case', 'https', ':', '//t.co/uxTfoSOU5f', 'https', ':', '//t.co/cr7GL2lekk']";Shockproof Rugged Hard Stand Cover For Amazon Kindle Fire 7' 5th Gen Tablet Case  ;True;128;20;False;False;False;0.0;False;0.140625;False;False;neg;1.0;114;179084;4;21;False;True;False;0.0
862286804719812609;['Ahhhhh', 'OK', 'fucking', 'get', '...', '.', 'purchase', '7', 'animal', 'literotica', 'novels', 'amazon', 'damn', 'website', 'thinks', 'f…', 'https', ':', '//t.co/dtrOruWTo5'];Ahhhhh OK I fucking get it.... purchase 7 were animal literotica novels off amazon and the damn website thinks it f… ;False;140;19;False;False;False;0.0;True;0.05;False;True;neg;1.0;1932;81884;3079;1212;False;True;False;1.0
862286808729747456;['Check', 'Amazon', 'deal', ':', 'Motion', 'Activated', 'Bed', 'Light', ',', 'Vansky', 'Flexible', 'L', '...', 'Vansky', 'https', ':', '//t.co/gMlPoeErBh', 'via', '@', 'amazon'];Check out this Amazon deal: Motion Activated Bed Light, Vansky Flexible L... by Vansky  via @amazon;False;122;20;False;False;False;0.0;False;0.11475409836065574;False;False;neg;0.6;1892;93131;6640;6623;False;True;True;0.0
862286811191799808;"['#', 'AD', '#', 'DISC', 'bought', ':', ""'Counterfeit"", 'Money', 'Detector', 'Pen', 'Marker', '-', 'Detects', 'Fake', 'Counterfit', 'Bills', '...', 'via', '@', 'amazon', 'https', ':', '//t.co/NLJ2JI0VUO']";#AD #DISC I just bought: 'Counterfeit Money Detector Pen Marker - Detects Fake Counterfit Bills... via @amazon ;False;134;23;False;False;False;0.0;True;0.1791044776119403;True;True;neg;1.0;2962;1223;80;807;False;True;True;2.0
862286811711799296;['#', 'tech', '?', '#', 'crunch', 'https', ':', '//t.co/6m4xqMDsNa\u200b', 'unveils', 'Echo', 'Show', ',', 'first', 'female', 'general', 'partner', 'hired', 'Benchmark', 'an…', 'https', ':', '//t.co/y4Crh8ZoI5'];#tech ? #crunch  unveils the Echo Show, first female general partner hired at Benchmark an… ;False;139;22;False;False;False;0.0;False;0.06474820143884892;True;True;pos;0.8;2994;670688;8114;80;False;True;True;0.0
862286838014324738;['Hudson', 'Lighting', 'Dimmable', 'LED', 'Flame', 'Tip', 'Candelabra', 'Bulb-', 'UL', 'Listed-', '5', 'Watt-', '45', '...', 'https', ':', '//t.co/cA51FVDGw3', 'via', '@', 'amazon'];Hudson Lighting Dimmable LED Flame Tip Candelabra Bulb- UL Listed- 5 Watt-  45...  via @amazon;False;117;20;False;False;False;0.0;False;0.1623931623931624;False;True;neg;0.6;1833;330;85;22;False;True;False;0.0
