Name;News_F1;Spam_F1;Size;Accuracy;Kappa
Vote;0,83;0,83;977;82,99;65,99
LogisticRegression;0,81;0,81;977;81,29;62,59
NaiveBayes;0,8;0,76;977;77,89;55,84
MultinomialNB;0,81;0,79;977;80,27;60,58
BernoulliNB;0,78;0,72;977;75,51;51,11
LinearSVC;0,78;0,77;977;77,89;55,79
SVC_linear;0,78;0,78;977;78,23;56,47
SVC_poly;0,67;0;977;49,66;0
SVC_rbf;0,77;0,77;977;77,55;55,11
SVC_sigmoid;0,71;0,73;977;72,45;44,87
SGD;0,77;0,78;977;77,89;55,77
MLP;0,8;0,81;977;80,61;61,22
RandomForest;0,76;0,79;977;77,21;54,38
AdaBoost;0,53;0,73;977;65,65;31,04
Vote;0,81;0,81;977;80,95;61,91
LogisticRegression;0,85;0,83;977;84,01;68
NaiveBayes;0,83;0,77;977;80,95;61,75
MultinomialNB;0,82;0,76;977;79,59;59,04
BernoulliNB;0,82;0,74;977;78,91;57,62
LinearSVC;0,8;0,79;977;80,27;60,53
SVC_linear;0,8;0,79;977;79,59;59,17
SVC_poly;0,68;0;977;50,68;0
SVC_rbf;0,84;0,82;977;82,99;65,94
SVC_sigmoid;0,78;0,77;977;77,55;55,08
SGD;0,81;0,81;977;81,29;62,6
MLP;0,84;0,83;977;83,67;67,31
RandomForest;0,82;0,84;977;82,99;66,04
AdaBoost;0,63;0,76;977;71,09;42,53
Vote;0,84;0,82;977;83,33;66,63
LogisticRegression;0,83;0,8;977;81,29;62,39
NaiveBayes;0,83;0,75;977;79,59;58,68
MultinomialNB;0,82;0,75;977;78,91;57,42
BernoulliNB;0,82;0,72;977;78,23;55,88
LinearSVC;0,8;0,77;977;78,57;56,92
SVC_linear;0,8;0,77;977;78,57;56,94
SVC_poly;0;0,65;977;48,3;0
SVC_rbf;0,82;0,8;977;80,95;61,77
SVC_sigmoid;0,75;0,71;977;73,47;46,73
SGD;0,79;0,77;977;78,57;57,06
MLP;0,81;0,77;977;79,25;58,27
RandomForest;0,79;0,78;977;78,23;56,45
AdaBoost;0,6;0,73;977;67,69;36,29
Vote;0,83;0,79;977;80,61;61,01
LogisticRegression;0,8;0,79;977;79,25;58,48
NaiveBayes;0,81;0,76;977;79,25;58,17
MultinomialNB;0,82;0,78;977;79,59;58,95
BernoulliNB;0,8;0,72;977;76,87;53,3
LinearSVC;0,8;0,79;977;79,59;59,16
SVC_linear;0,79;0,78;977;78,57;57,12
SVC_poly;0;0,65;977;48,3;0
SVC_rbf;0,84;0,83;977;83,67;67,29
SVC_sigmoid;0,73;0,76;977;74,49;49,17
SGD;0,78;0,81;977;79,59;59,42
MLP;0,8;0,78;977;79,59;59,12
RandomForest;0,8;0,8;977;79,93;59,88
AdaBoost;0,73;0,49;977;64,29;27,12
Vote;0,82;0,79;977;80,95;61,79
LogisticRegression;0,78;0,76;977;77,21;54,38
NaiveBayes;0,81;0,72;977;77,21;53,57
MultinomialNB;0,81;0,73;977;77,55;54,32
BernoulliNB;0,81;0,73;977;77,21;53,61
LinearSVC;0,78;0,76;977;77,21;54,27
SVC_linear;0,78;0,75;977;76,19;52,2
SVC_poly;0;0,64;977;46,94;0
SVC_rbf;0,78;0,78;977;78,57;57,29
SVC_sigmoid;0,7;0,7;977;69,73;39,76
SGD;0,76;0,76;977;76,19;52,56
MLP;0,79;0,77;977;77,89;55,75
RandomForest;0,82;0,77;977;79,93;59,46
AdaBoost;0,62;0,72;977;68,03;37,44
Vote;0,8;0,77;977;78,91;57,59
LogisticRegression;0,74;0,71;485;72,6;46,73
NaiveBayes;0,73;0,66;485;69,86;42,17
MultinomialNB;0,74;0,72;485;73,29;47,81
BernoulliNB;0,72;0,56;485;65,75;35,94
LinearSVC;0,74;0,72;485;73,29;47,81
SVC_linear;0,75;0,73;485;73,97;49,06
SVC_poly;0,61;0;485;43,84;0
SVC_rbf;0,71;0,7;485;70,55;42,46
SVC_sigmoid;0,72;0,78;485;75,34;50,09
SGD;0,72;0,78;485;76,03;51,23
MLP;0,75;0,72;485;73,29;48,15
RandomForest;0,69;0,55;485;63,01;30,16
AdaBoost;0,65;0,79;485;73,29;43,92
Vote;0,75;0,72;485;73,97;49,4
LogisticRegression;0,7;0,67;485;68,49;37,86
NaiveBayes;0,74;0,63;485;69,18;40,04
MultinomialNB;0,75;0,71;485;73,29;47,37
BernoulliNB;0,72;0,55;485;65,07;32,54
LinearSVC;0,69;0,63;485;66,44;33,87
SVC_linear;0,68;0,63;485;65,75;32,46
SVC_poly;0,64;0;485;46,58;0
SVC_rbf;0,66;0,65;485;65,75;31,95
SVC_sigmoid;0,71;0,74;485;72,6;45,15
SGD;0,68;0,74;485;71,23;41,98
MLP;0,69;0,66;485;67,81;36,45
RandomForest;0,73;0,6;485;67,81;37,49
AdaBoost;0,67;0,48;485;59,59;21,96
Vote;0,72;0,66;485;69,18;39,38
LogisticRegression;0,78;0,83;485;80,82;61,17
NaiveBayes;0,78;0,77;485;77,4;55,21
MultinomialNB;0,78;0,77;485;77,4;55,13
BernoulliNB;0,78;0,69;485;73,97;49,32
LinearSVC;0,75;0,81;485;78,08;55,62
SVC_linear;0,75;0,81;485;78,08;55,54
SVC_poly;0,64;0;485;46,58;0
SVC_rbf;0,74;0,76;485;75,34;50,64
SVC_sigmoid;0,66;0,76;485;71,23;41,42
SGD;0,72;0,81;485;77,4;53,84
MLP;0,78;0,83;485;80,82;61,24
RandomForest;0,73;0,8;485;77,4;53,93
AdaBoost;0,55;0,75;485;68,49;34,59
Vote;0,78;0,82;485;80,14;59,82
LogisticRegression;0,75;0,7;485;72,6;45,86
NaiveBayes;0,74;0,68;485;71,23;43,32
MultinomialNB;0,75;0,7;485;72,6;45,86
BernoulliNB;0,74;0,65;485;69,86;40,88
LinearSVC;0,75;0,76;485;75,34;50,68
SVC_linear;0,75;0,76;485;76,03;52,02
SVC_poly;0,64;0;485;47,26;0
SVC_rbf;0,72;0,69;485;70,55;41,58
SVC_sigmoid;0,7;0,75;485;72,6;44,79
SGD;0,66;0,74;485;70,55;40,43
MLP;0,77;0,77;485;76,71;53,56
RandomForest;0,74;0,74;485;73,97;48,1
AdaBoost;0,64;0,74;485;69,86;38,81
Vote;0,75;0,74;485;74,66;49,58
LogisticRegression;0,82;0,82;485;82,19;64,49
NaiveBayes;0,77;0,72;485;75,34;51,34
MultinomialNB;0,79;0,75;485;76,71;53,98
BernoulliNB;0,78;0,69;485;73,97;49,02
LinearSVC;0,8;0,81;485;80,82;61,7
SVC_linear;0,8;0,8;485;80,14;60,3
SVC_poly;0,64;0;485;47,26;0
SVC_rbf;0,78;0,76;485;77,4;55,16
SVC_sigmoid;0,77;0,79;485;78,77;57,44
SGD;0,76;0,78;485;77,4;54,69
MLP;0,82;0,82;485;81,51;63,1
RandomForest;0,76;0,78;485;77,4;54,76
AdaBoost;0,63;0,77;485;71,23;41,14
Vote;0,82;0,82;485;81,51;63,1
LogisticRegression;0,77;0,77;485;77,4;54,79
NaiveBayes;0,73;0,66;485;69,86;39,73
MultinomialNB;0,73;0,68;485;70,55;41,1
BernoulliNB;0,73;0,62;485;68,49;36,99
LinearSVC;0,77;0,77;485;76,71;53,42
SVC_linear;0,78;0,78;485;78,08;56,16
SVC_poly;0,67;0;485;50;0
SVC_rbf;0,73;0,73;485;73,29;46,58
SVC_sigmoid;0,72;0,76;485;73,97;47,95
SGD;0,67;0,74;485;70,55;41,1
MLP;0,76;0,77;485;76,71;53,42
RandomForest;0,65;0,67;485;66,44;32,88
AdaBoost;0,54;0,73;485;65,75;31,51
Vote;0,77;0,76;485;76,71;53,42
LogisticRegression;0,72;0,73;485;72,6;45,21
NaiveBayes;0,77;0,73;485;75,34;50,68
MultinomialNB;0,76;0,72;485;73,97;47,95
BernoulliNB;0,75;0,63;485;69,86;39,73
LinearSVC;0,7;0,7;485;70,55;41,1
SVC_linear;0,71;0,72;485;71,23;42,47
SVC_poly;0,67;0;485;50;0
SVC_rbf;0,69;0,68;485;68,49;36,99
SVC_sigmoid;0,66;0,69;485;67,81;35,62
SGD;0,71;0,75;485;73,29;46,58
MLP;0,71;0,71;485;71,23;42,47
RandomForest;0,66;0,7;485;68,49;36,99
AdaBoost;0,49;0,68;485;60,96;21,92
Vote;0,71;0,72;485;71,92;43,84
LogisticRegression;0,82;0,81;485;81,51;62,99
NaiveBayes;0,81;0,73;485;77,4;54,59
MultinomialNB;0,82;0,75;485;79,45;58,74
BernoulliNB;0,79;0,67;485;73,97;47,64
LinearSVC;0,83;0,82;485;82,88;65,73
SVC_linear;0,81;0,8;485;80,82;61,61
SVC_poly;0,68;0;485;50,68;0
SVC_rbf;0,82;0,79;485;80,82;61,56
SVC_sigmoid;0,81;0,81;485;80,82;61,65
SGD;0,79;0,79;485;79,45;58,91
MLP;0,81;0,8;485;80,82;61,62
RandomForest;0,76;0,81;485;78,77;57,69
AdaBoost;0,63;0,76;485;71,23;42,82
Vote;0,83;0,81;485;82,19;64,35
LogisticRegression;0,79;0,74;485;76,71;53,19
NaiveBayes;0,79;0,68;485;74,66;48,5
MultinomialNB;0,78;0,68;485;73,97;47,2
BernoulliNB;0,79;0,65;485;73,29;45,6
LinearSVC;0,79;0,74;485;76,71;53,19
SVC_linear;0,8;0,76;485;78,08;55,89
SVC_poly;0;0,65;485;47,95;0
SVC_rbf;0,74;0,69;485;71,92;43,52
SVC_sigmoid;0,74;0,74;485;73,97;47,97
SGD;0,73;0,74;485;73,29;46,76
MLP;0,78;0,76;485;77,4;54,64
RandomForest;0,74;0,53;485;66,44;31,33
AdaBoost;0,59;0,74;485;67,81;36,83
Vote;0,79;0,74;485;76,71;53,13
LogisticRegression;0,8;0,81;485;80,14;60,42
NaiveBayes;0,82;0,77;485;79,45;58,53
MultinomialNB;0,83;0,81;485;82,19;64,22
BernoulliNB;0,83;0,81;485;82,19;64,22
LinearSVC;0,8;0,8;485;80,14;60,36
SVC_linear;0,8;0,79;485;79,45;58,97
SVC_poly;0;0,64;485;47,26;0
SVC_rbf;0,8;0,8;485;80,14;60,36
SVC_sigmoid;0,79;0,8;485;79,45;59,15
SGD;0,77;0,79;485;78,08;56,43
MLP;0,81;0,81;485;80,82;61,82
RandomForest;0,75;0,8;485;78,08;56,81
AdaBoost;0,63;0,74;485;69,86;41,05
Vote;0,82;0,82;485;81,51;63,15
;0,59;0,67;98;63,33;29,79
;0,76;0,61;98;70;37,21
;0,78;0,67;98;73,33;44,7
;0,76;0,69;98;73,33;45,7
;0,48;0,63;98;56,67;18,41
;0,5;0,66;98;60;25,31
;0;0,6;98;43,33;0
;0,67;0,59;98;63,33;26,01,2017
;0,43;0,65;98;56,67;19,75
;0,28;0,58;98;46,67;02,04,2017
;0,59;0,67;98;63,33;29,79
;0,11;0,62;98;46,67;01,05,2014
;0,21;0,63;98;50;01,10,1936
;0,59;0,67;98;63,33;29,79
;0,8;0,72;98;76,67;52,49
;0,82;0,43;98;73,33;32,2
;0,84;0,58;98;76,67;44,44
;0,75;0,72;98;73,33;48,5
;0,78;0,67;98;73,33;44,7
;0,76;0,69;98;73,33;46,67
;0;0,54;98;36,67;0
;0,74;0,55;98;66,67;28,23
;0,73;0,67;98;70;41,05
;0,79;0,74;98;76,67;54,15
;0,8;0,72;98;76,67;52,49
;0,62;0,65;98;63,33;32,65
;0,41;0,61;98;53,33;20,75
;0,83;0,75;98;80;58,53
;0,8;0,72;98;76,67;52,05
;0,8;0,6;98;73,33;41,18
;0,84;0,73;98;80;57,14
;0,76;0,69;98;73,33;45,95
;0,83;0,77;98;80;59,46
;0,71;0,69;98;70;41,56
;0;0,57;98;40;0
;0,8;0,72;98;76,67;52,05
;0,65;0,62;98;63,33;28,57
;0,74;0,64;98;70;38,36
;0,83;0,77;98;80;59,46
;0,54;0,65;98;60;26,83
;0,46;0,58;98;53,33;14,63
;0,8;0,72;98;76,67;52,05
;0,8;0,72;98;76,67;53,33
;0,83;0,75;98;80;60
;0,83;0,75;98;80;60
;0,73;0,43;98;63,33;26,67
;0,73;0,67;98;70;40
;0,71;0,69;98;70;40
;0,67;0;98;50;0
;0,79;0,64;98;73,33;46,67
;0,79;0,74;98;76,67;53,33
;0,78;0,66;98;73,33;46,67
;0,8;0,72;98;76,67;53,33
;0,73;0,43;98;63,33;26,67
;0,72;0,8;98;76,67;53,33
;0,83;0,75;98;80;60
;0,76;0,69;98;73,33;45,95
;0,84;0,59;98;76,67;46,15
;0,84;0,59;98;76,67;46,15
;0,81;0,79;98;80;60,53
;0,83;0,63;98;76,67;47,76
;0,83;0,63;98;76,67;47,76
;0;0,57;98;40;0
;0,77;0,57;98;70;34,78
;0,69;0,64;98;66,67;34,21
;0,69;0,71;98;70;43,04
;0,76;0,69;98;73,33;45,95
;0,54;0,65;98;60;26,83
;0,52;0,61;98;56,67;19,75
;0,76;0,69;98;73,33;45,95
;0,78;0,67;98;73,33;48,28
;0,82;0,77;98;80;60,87
;0,79;0,74;98;76,67;54,15
;0,67;0,21;98;53,33;01,11,1976
;0,73;0,67;98;70;41,05
;0,73;0,67;98;70;41,05
;0,64;0;98;46,67;0
;0,73;0,67;98;70;41,05
;0,79;0,74;98;76,67;54,15
;0,8;0,72;98;76,67;54,55
;0,73;0,67;98;70;41,05
;0,48;0,72;98;63,33;23,96
;0,57;0,77;98;70;37,79
;0,77;0,69;98;73,33;47,83
;0,7;0,52;98;63,33;32,1
;0,73;0,58;98;66,67;37,76
;0,73;0,58;98;66,67;37,76
;0,63;0,21;98;50;01,10,1936
;0,73;0,58;98;66,67;37,76
;0,73;0,58;98;66,67;37,76
;0,6;0;98;43,33;0
;0,7;0,62;98;66,67;36,71
;0,74;0,64;98;70;43,51
;0,69;0,56;98;63,33;30,96
;0,7;0,52;98;63,33;32,1
;0,77;0,82;98;80;59,28
;0,63;0,37;98;53,33;14,29
;0,7;0,52;98;63,33;32,1
;0,63;0,48;98;56,67;13,33
;0,69;0,45;98;60;20
;0,67;0,5;98;60;20
;0,72;0,33;98;60;20
;0,58;0,55;98;56,67;13,33
;0,54;0,65;98;60;20
;0,67;0;98;50;0
;0,67;0,5;98;60;20
;0,69;0,56;98;63,33;26,67
;0,65;0,43;98;56,67;13,33
;0,56;0,5;98;53,33;01,06,1967
;0,64;0,79;98;73,33;46,67
;0,4;0,7;98;60;20
;0,67;0,5;98;60;20
;0,45;0,17;98;33,33;05,06,2017
;0,59;0,67;98;63,33;34,78
;0,42;0,73;98;63,33;16,24
;0,43;0;98;26,67;0
;0,48;0,37;98;43,33;13,56
;0,48;0,37;98;43,33;13,56
;0,43;0;98;26,67;0
;0,43;0;98;26,67;0
;0,5;0,56;98;53,33;19,23
;0,48;0,51;98;50;15,73
;0,46;0,25;98;36,67;01,07,1977
;0,42;0,29;98;36,67;01,03,1939
;0,47;0,31;98;40;10,06,2017
;0,48;0,37;98;43,33;13,56
;0,69;0,56;98;63,33;26,67
;0,72;0,59;98;66,67;33,33
;0,72;0,59;98;66,67;33,33
;0,77;0,57;98;70;40
;0,63;0,57;98;60;20
;0,45;0,69;98;60;20
;0,67;0;98;50;0
;0,82;0,77;98;80;60
;0,69;0,56;98;63,33;26,67
;0,72;0,59;98;66,67;33,33
;0,69;0,56;98;63,33;26,67
;0,73;0,43;98;63,33;26,67
;0,33;0,72;98;60;20
;0,72;0,59;98;66,67;33,33
;0,78;0,73;195;76,27;51,92
;0,83;0,7;195;77,97;53,15
;0,81;0,68;195;76,27;49,82
;0,76;0,69;195;72,88;45,05
;0,8;0,74;195;77,97;55,12
;0,78;0,73;195;76,27;51,92
;0;0,59;195;42,37;0
;0,81;0,78;195;79,66;59,22
;0,78;0,75;195;76,27;52,91
;0,78;0,73;195;76,27;51,92
;0,77;0,72;195;74,58;48,76
;0,76;0,51;195;67,8;29,98
;0,57;0,7;195;64,41;33,78
;0,8;0,74;195;77,97;55,12
;0,77;0,68;195;72,88;46,73
;0,76;0,69;195;72,88;46,55
;0,75;0,7;195;72,88;46,36
;0,69;0,4;195;59,32;21,42
;0,77;0,76;195;76,27;52,75
;0,72;0,73;195;72,88;45,81
;0,64;0;195;47,46;0
;0,71;0,5;195;62,71;27,49
;0,64;0,68;195;66,1;32,03
;0,72;0,58;195;66,1;33,63
;0,73;0,69;195;71,19;42,91
;0,67;0,8;195;74,58;48,03
;0,59;0,75;195;69,49;37,53
;0,74;0,68;195;71,19;43,11
;0,71;0,6;195;66,1;33,41
;0,73;0,64;195;69,49;40,07
;0,74;0,68;195;71,19;43,11
;0,73;0,55;195;66,1;34,08
;0,69;0,7;195;69,49;39,04
;0,69;0,7;195;69,49;39,04
;0,64;0;195;47,46;0
;0,72;0,61;195;67,8;36,85
;0,72;0,77;195;74,58;48,76
;0,72;0,58;195;66,1;33,63
;0,76;0,74;195;74,58;49,46
;0,64;0,78;195;72,88;44,47
;0,53;0,75;195;67,8;33,71
;0,73;0,66;195;69,49;39,86
;0,71;0,64;195;67,8;35,09
;0,75;0,65;195;71,19;41,52
;0,76;0,68;195;72,88;45,05
;0,73;0,6;195;67,8;34,41
;0,71;0,64;195;67,8;35,09
;0,71;0,64;195;67,8;35,09
;0,35;0,65;195;54,24;01,11,1945
;0,65;0,61;195;62,71;25,23
;0,65;0,66;195;66,1;32,49
;0,75;0,78;195;76,27;52,91
;0,71;0,64;195;67,8;35,09
;0,73;0,49;195;64,41;26,73
;0,6;0,71;195;66,1;33,41
;0,73;0,66;195;69,49;38,4
;0,74;0,68;195;71,19;41,92
;0,82;0,72;195;77,97;55,12
;0,8;0,71;195;76,27;51,75
;0,78;0,6;195;71,19;40,9
;0,7;0,69;195;69,49;39,04
;0,72;0,74;195;72,88;46,18
;0,75;0,59;195;69,49;37,53
;0,76;0,69;195;72,88;45,24
;0,77;0,79;195;77,97;56,35
;0,69;0,76;195;72,88;46,55
;0,7;0,65;195;67,8;35,31
;0,73;0,52;195;66,1;30,34
;0,66;0,75;195;71,19;43,49
;0,74;0,68;195;71,19;41,92
;0,68;0,64;195;66,1;33,26
;0,7;0,65;195;67,8;36,77
;0,7;0,69;195;69,49;39,59
;0,7;0,5;195;62,71;28,99
;0,68;0,64;195;66,1;33,26
;0,68;0,64;195;66,1;33,26
;0,63;0;195;45,76;0
;0,7;0,65;195;67,8;36,77
;0,68;0,76;195;72,88;44,73
;0,64;0,71;195;67,8;34,94
;0,68;0,64;195;66,1;33,26
;0,73;0,69;195;71,19;43,43
;0,53;0,74;195;66,1;29,26
;0,68;0,64;195;66,1;33,26
;0,78;0,74;195;76,27;52,25
;0,84;0,72;195;79,66;56,99
;0,85;0,75;195;81,36;60,74
;0,77;0,7;195;74,58;48,22
;0,76;0,73;195;74,58;49,05
;0,79;0,77;195;77,97;56,2
;0;0,61;195;44,07;0
;0,78;0,69;195;74,58;47,79
;0,72;0,72;195;71,19;43,17
;0,65;0,68;195;66,1;33,93
;0,78;0,74;195;76,27;52,25
;0,62;0,72;195;67,8;38,44
;0,71;0,47;195;62,71;21,14
;0,78;0,74;195;76,27;52,25
;0,76;0,72;195;74,58;48,93
;0,75;0,59;195;69,49;37,53
;0,77;0,65;195;72,88;44,67
;0,71;0,42;195;61,02;19,47
;0,65;0,66;195;66,1;32,49
;0,68;0,71;195;69,49;39,45
;0,68;0,71;195;69,49;39,45
;0,7;0,65;195;67,8;35,31
;0,73;0,72;195;72,88;45,81
;0,74;0,78;195;76,27;53,07
;0,7;0,69;195;69,49;39,04
;0,51;0,68;195;61,02;23,81
;0,7;0,37;195;59,32;15,81
;0,76;0,72;195;74,58;48,93
;0,8;0,78;195;79,66;59,26
;0,76;0,65;195;71,19;42,06
;0,79;0,74;195;76,27;52,36
;0,74;0,58;195;67,8;35,09
;0,78;0,77;195;77,97;55,89
;0,77;0,76;195;76,27;52,53
;0,68;0;195;50,85;0
;0,74;0,68;195;71,19;42,19
;0,7;0,75;195;72,88;45,93
;0,73;0,77;195;74,58;49,28
;0,77;0,72;195;74,58;48,99
;0,75;0,61;195;69,49;38,54
;0,55;0,71;195;64,41;29,32
;0,78;0,71;195;74,58;48,93
;0,8;0,75;195;77,97;55,59
;0,8;0,71;195;76,27;51,75
;0,79;0,73;195;76,27;52,09
;0,81;0,69;195;76,27;51,41
;0,78;0,74;195;76,27;52,25
;0,79;0,76;195;77,97;55,74
;0,81;0,75;195;77,97;55,43
;0,77;0,72;195;74,58;48,76
;0,71;0,71;195;71,19;42,52
;0,59;0,63;195;61,02;22,77
;0,8;0,75;195;77,97;55,59
;0,57;0,72;195;66,1;33,86
;0,61;0,72;195;67,8;36,85
;0,79;0,73;195;76,27;52,09
